Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,13,3/20/2016,3/26/2016,1839,45
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,14,3/27/2016,4/2/2016,9980,242
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,22,5/22/2016,5/28/2016,8239,220
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,20,5/8/2016,5/14/2016,306683,7358
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,11,3/6/2016,3/12/2016,48313,1115
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,36,8/28/2016,9/3/2016,3671,74
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,19,5/1/2016,5/7/2016,331232,7349
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,34,8/14/2016,8/20/2016,223715,5040
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,38,9/11/2016,9/17/2016,235215,5138
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,17,4/17/2016,4/23/2016,15409,329
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,14,3/27/2016,4/2/2016,1061,32
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,43,10/16/2016,10/22/2016,13548,322
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,50,12/4/2016,12/10/2016,25388,493
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,39,9/18/2016,9/24/2016,18461,415
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,16,4/10/2016,4/16/2016,50779,1140
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,15,4/3/2016,4/9/2016,16587,330
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,27,6/26/2016,7/2/2016,11557,291
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,16,4/10/2016,4/16/2016,267215,5620
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,37,9/4/2016,9/10/2016,335248,8967
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,4,1/17/2016,1/23/2016,2007,52
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,28,7/3/2016,7/9/2016,1893,42
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,38,9/11/2016,9/17/2016,10586,219
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,53,12/25/2016,12/31/2016,88950,2228
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,52,12/18/2016,12/24/2016,24548,562
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,16,4/10/2016,4/16/2016,3041,62
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,32,7/31/2016,8/6/2016,78997,1696
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,38,9/11/2016,9/17/2016,4638,89
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,44,10/23/2016,10/29/2016,22966,489
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,40,9/25/2016,10/1/2016,59204,1369
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,15,4/3/2016,4/9/2016,1414,26
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,19,5/1/2016,5/7/2016,2343,47
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,50,12/4/2016,12/10/2016,65854,2314
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,14,3/27/2016,4/2/2016,61741,1493
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,42,10/9/2016,10/15/2016,73520,1764
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,5,1/24/2016,1/30/2016,2863,59
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,23,5/29/2016,6/4/2016,231664,5167
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,25,6/12/2016,6/18/2016,71030,1833
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,41,10/2/2016,10/8/2016,51676,1320
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,33,8/7/2016,8/13/2016,306553,7853
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,26,6/19/2016,6/25/2016,14333,327
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,28,7/3/2016,7/9/2016,1551,39
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,45,10/30/2016,11/5/2016,18110,412
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,32,7/31/2016,8/6/2016,9634,268
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,29,7/10/2016,7/16/2016,3775,73
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,43,10/16/2016,10/22/2016,2758,51
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,22,5/22/2016,5/28/2016,2410,49
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,22,5/22/2016,5/28/2016,1411,33
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,21,5/15/2016,5/21/2016,313699,7336
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,24,6/5/2016,6/11/2016,1693,37
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,29,7/10/2016,7/16/2016,61262,1375
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,48,11/20/2016,11/26/2016,86170,2484
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,22,5/22/2016,5/28/2016,9666,238
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,31,7/24/2016,7/30/2016,3565,77
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,18,4/24/2016,4/30/2016,2954,65
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,3,1/10/2016,1/16/2016,2209,59
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,36,8/28/2016,9/3/2016,69101,1695
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,1,1/1/2016,1/2/2016,7731,525
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,18,4/24/2016,4/30/2016,1225,25
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,8,2/14/2016,2/20/2016,1751,32
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,20,5/8/2016,5/14/2016,3046,61
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,43,10/16/2016,10/22/2016,5572,102
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,32,7/31/2016,8/6/2016,3354,65
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,5,1/24/2016,1/30/2016,261601,6065
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,27,6/26/2016,7/2/2016,129218,3279
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,20,5/8/2016,5/14/2016,15643,661
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,20,5/8/2016,5/14/2016,1095,21
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,30,7/17/2016,7/23/2016,64462,1339
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,21,5/15/2016,5/21/2016,1494,36
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,10,2/28/2016,3/5/2016,1108,25
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,24,6/5/2016,6/11/2016,9612,239
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,39,9/18/2016,9/24/2016,75436,2972
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,13,3/20/2016,3/26/2016,5193,132
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,25,6/12/2016,6/18/2016,45470,1147
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,25,6/12/2016,6/18/2016,9835,247
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,23,5/29/2016,6/4/2016,2597,54
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,20,5/8/2016,5/14/2016,124053,2469
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,33,8/7/2016,8/13/2016,18988,443
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,47,11/13/2016,11/19/2016,22271,493
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,25,6/12/2016,6/18/2016,1136,33
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,14,3/27/2016,4/2/2016,5333,142
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,22,5/22/2016,5/28/2016,752,18
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,30,7/17/2016,7/23/2016,16869,360
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,26,6/19/2016,6/25/2016,4412,89
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,12,3/13/2016,3/19/2016,64633,1499
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,28,7/3/2016,7/9/2016,3015,70
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,2,1/3/2016,1/9/2016,6537,218
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,6,1/31/2016,2/6/2016,1309,36
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,26,6/19/2016,6/25/2016,2810,62
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,52,12/18/2016,12/24/2016,23828,549
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,42,10/9/2016,10/15/2016,3323,77
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,28,7/3/2016,7/9/2016,3731,74
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,27,6/26/2016,7/2/2016,59327,1797
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,41,10/2/2016,10/8/2016,10391,515
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,53,12/25/2016,12/31/2016,13422,370
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,33,8/7/2016,8/13/2016,6554,136
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,6,1/31/2016,2/6/2016,755,12
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,34,8/14/2016,8/20/2016,11328,287
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,3,1/10/2016,1/16/2016,1284,25
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,34,8/14/2016,8/20/2016,24767,596
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,43,10/16/2016,10/22/2016,112576,2518
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,25,6/12/2016,6/18/2016,246744,5197
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,52,12/18/2016,12/24/2016,308597,8381
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,28,7/3/2016,7/9/2016,17124,823
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,5,1/24/2016,1/30/2016,13086,334
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,45,10/30/2016,11/5/2016,12292,248
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,29,7/10/2016,7/16/2016,20712,947
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,24,6/5/2016,6/11/2016,11316,268
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,37,9/4/2016,9/10/2016,131084,3092
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,18,4/24/2016,4/30/2016,6926,162
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,31,7/24/2016,7/30/2016,28746,608
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,10,2/28/2016,3/5/2016,1020,21
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,9,2/21/2016,2/27/2016,915,18
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,15,4/3/2016,4/9/2016,134540,2542
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,22,5/22/2016,5/28/2016,68213,1849
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,27,6/26/2016,7/2/2016,4986,106
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,11,3/6/2016,3/12/2016,25,2
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,19,5/1/2016,5/7/2016,3159,62
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,52,12/18/2016,12/24/2016,65670,1477
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,25,6/12/2016,6/18/2016,74557,1633
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,49,11/27/2016,12/3/2016,10822,202
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,35,8/21/2016,8/27/2016,51932,1344
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,2,1/3/2016,1/9/2016,12754,361
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,44,10/23/2016,10/29/2016,83414,1767
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,16,4/10/2016,4/16/2016,2572,52
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,46,11/6/2016,11/12/2016,111143,2349
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,43,10/16/2016,10/22/2016,16047,351
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,40,9/25/2016,10/1/2016,2270,48
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,31,7/24/2016,7/30/2016,100866,2206
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,37,9/4/2016,9/10/2016,109364,2499
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,50,12/4/2016,12/10/2016,12488,225
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,45,10/30/2016,11/5/2016,322806,8831
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,1,1/1/2016,1/2/2016,164,13
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,30,7/17/2016,7/23/2016,12681,563
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,47,11/13/2016,11/19/2016,325481,8396
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,39,9/18/2016,9/24/2016,3597,72
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,44,10/23/2016,10/29/2016,61566,1347
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,31,7/24/2016,7/30/2016,127869,2408
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,33,8/7/2016,8/13/2016,17357,373
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,15,4/3/2016,4/9/2016,5245,112
B02404,2,WOODSIDE CAR & LIMO INC.,UBER-KUCHEN LLC,2016,10,2/28/2016,3/5/2016,1,1
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,53,12/25/2016,12/31/2016,18285,450
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,18,4/24/2016,4/30/2016,46752,1102
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,44,10/23/2016,10/29/2016,157294,3250
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,14,3/27/2016,4/2/2016,6957,191
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,7,2/7/2016,2/13/2016,2120,45
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,4,1/17/2016,1/23/2016,6988,213
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,32,7/31/2016,8/6/2016,18483,435
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,3,1/10/2016,1/16/2016,371,6
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,50,12/4/2016,12/10/2016,155138,3088
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,27,6/26/2016,7/2/2016,3770,84
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,5,1/24/2016,1/30/2016,77091,1776
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,29,7/10/2016,7/16/2016,120883,2409
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,8,2/14/2016,2/20/2016,137110,2662
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,45,10/30/2016,11/5/2016,59556,1395
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,25,6/12/2016,6/18/2016,3654,85
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,27,6/26/2016,7/2/2016,109492,2621
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,25,6/12/2016,6/18/2016,62830,1457
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,10,2/28/2016,3/5/2016,2937,61
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,26,6/19/2016,6/25/2016,127950,2975
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,53,12/25/2016,12/31/2016,165427,4510
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,11,3/6/2016,3/12/2016,998,23
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,39,9/18/2016,9/24/2016,57554,1380
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,9,2/21/2016,2/27/2016,1192,30
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,29,7/10/2016,7/16/2016,3490,70
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,21,5/15/2016,5/21/2016,1282,24
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,39,9/18/2016,9/24/2016,292425,8350
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,17,4/17/2016,4/23/2016,21880,501
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,15,4/3/2016,4/9/2016,3188,55
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,12,3/13/2016,3/19/2016,5301,128
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,6,1/31/2016,2/6/2016,16462,362
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,46,11/6/2016,11/12/2016,17611,397
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,29,7/10/2016,7/16/2016,77353,1831
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,11,3/6/2016,3/12/2016,6921,199
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,24,6/5/2016,6/11/2016,3557,72
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,23,5/29/2016,6/4/2016,1588,36
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,7,2/7/2016,2/13/2016,763,14
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,42,10/9/2016,10/15/2016,24698,598
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,30,7/17/2016,7/23/2016,5823,120
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,15,4/3/2016,4/9/2016,71349,1489
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,29,7/10/2016,7/16/2016,19253,405
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,52,12/18/2016,12/24/2016,104236,2305
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,25,6/12/2016,6/18/2016,1404,26
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,10,2/28/2016,3/5/2016,49744,1117
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,53,12/25/2016,12/31/2016,24668,485
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,46,11/6/2016,11/12/2016,158125,3397
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,42,10/9/2016,10/15/2016,17784,351
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,6,1/31/2016,2/6/2016,273356,6329
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,46,11/6/2016,11/12/2016,10423,463
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,48,11/20/2016,11/26/2016,25825,498
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,53,12/25/2016,12/31/2016,84650,2396
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,28,7/3/2016,7/9/2016,5207,98
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,44,10/23/2016,10/29/2016,9505,189
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,28,7/3/2016,7/9/2016,55897,1344
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,8,2/14/2016,2/20/2016,293294,6057
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,45,10/30/2016,11/5/2016,16670,359
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,33,8/7/2016,8/13/2016,231251,5037
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,30,7/17/2016,7/23/2016,86192,1733
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,46,11/6/2016,11/12/2016,21507,446
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,37,9/4/2016,9/10/2016,15276,268
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,17,4/17/2016,4/23/2016,2276,42
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,31,7/24/2016,7/30/2016,20126,401
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,24,6/5/2016,6/11/2016,12486,635
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,14,3/27/2016,4/2/2016,3314,69
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,33,8/7/2016,8/13/2016,5551,99
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,37,9/4/2016,9/10/2016,14908,333
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,1,1/1/2016,1/2/2016,16942,1320
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,35,8/21/2016,8/27/2016,23137,583
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,27,6/26/2016,7/2/2016,59173,1614
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,7,2/7/2016,2/13/2016,1684,42
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,36,8/28/2016,9/3/2016,4012,93
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,3,1/10/2016,1/16/2016,35389,920
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,11,3/6/2016,3/12/2016,802,23
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,22,5/22/2016,5/28/2016,23773,624
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,2,1/3/2016,1/9/2016,249756,8086
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,9,2/21/2016,2/27/2016,3926,73
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,41,10/2/2016,10/8/2016,104085,2546
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,46,11/6/2016,11/12/2016,55436,1309
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,36,8/28/2016,9/3/2016,62236,1395
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,5,1/24/2016,1/30/2016,21981,506
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,50,12/4/2016,12/10/2016,18785,362
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,15,4/3/2016,4/9/2016,2433,43
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,50,12/4/2016,12/10/2016,29307,506
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,23,5/29/2016,6/4/2016,57224,1450
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,26,6/19/2016,6/25/2016,117414,2473
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,28,7/3/2016,7/9/2016,105337,2383
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,36,8/28/2016,9/3/2016,16874,374
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,10,2/28/2016,3/5/2016,1519,34
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,6,1/31/2016,2/6/2016,7605,209
